"rt","stimulus","response","trial_type","trial_index","time_elapsed","internal_node_id","subject_id","microphone_confirmed","device_id","view_history","trial_type_label","estimated_stimulus_onset","audio_upload","stimulus_code","sentence","condition","trial_stage","audio_url","recording_attempt","recording_filename","review_decision","saved_audio_file"
"5336","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">An iceberg contains significantly more total heat energy than a burning match.</p>
          </div>
        ","null","html-audio-response","364","1014319","0.0-102.0-1.0","6nhu1nbwba","","","","","14","","1T","An iceberg contains significantly more total heat energy than a burning match.","true","sentence_recording","blob:https://charburnham.github.io/862de855-c069-4b84-b4d4-1d2ee19f5ac8","1","6nhu1nbwba_1T_audio.webm","",""
"582","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">An iceberg contains significantly more total heat energy than a burning match.</p>
              <audio controls src=""blob:https://charburnham.github.io/862de855-c069-4b84-b4d4-1d2ee19f5ac8"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","365","1014904","0.0-102.0-2.0","6nhu1nbwba","","","","","","queued","1T","An iceberg contains significantly more total heat energy than a burning match.","true","sentence_review","","1","6nhu1nbwba_1T_audio.webm","accepted","6nhu1nbwba_1T_audio.webm"
"984","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
          </div>
        ","0","html-button-response","366","1015891","0.0-103.0-0.0","6nhu1nbwba","","","","","","","F19T","Women blink more frequently than do men.","true","sentence_ready","","","","",""
"3394","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
          </div>
        ","null","html-audio-response","367","1019351","0.0-103.0-1.0","6nhu1nbwba","","","","","7","","F19T","Women blink more frequently than do men.","true","sentence_recording","blob:https://charburnham.github.io/e2c312ad-45c3-4f59-b37d-6f2a01f0e633","1","6nhu1nbwba_F19T_audio.webm","",""
"595","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Women blink more frequently than do men.</p>
              <audio controls src=""blob:https://charburnham.github.io/e2c312ad-45c3-4f59-b37d-6f2a01f0e633"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","368","1019949","0.0-103.0-2.0","6nhu1nbwba","","","","","","queued","F19T","Women blink more frequently than do men.","true","sentence_review","","1","6nhu1nbwba_F19T_audio.webm","accepted","6nhu1nbwba_F19T_audio.webm"
"910","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">Tapeworms can reach up to 200 feet in length.</p>
          </div>
        ","0","html-button-response","369","1020864","0.0-104.0-0.0","6nhu1nbwba","","","","","","","47F","Tapeworms can reach up to 200 feet in length.","false","sentence_ready","","","","",""
"4230","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">Tapeworms can reach up to 200 feet in length.</p>
          </div>
        ","null","html-audio-response","370","1025168","0.0-104.0-1.0","6nhu1nbwba","","","","","11","","47F","Tapeworms can reach up to 200 feet in length.","false","sentence_recording","blob:https://charburnham.github.io/33f54d62-7776-4165-9182-0921fb11d540","1","6nhu1nbwba_47F_audio.webm","",""
"649","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">Tapeworms can reach up to 200 feet in length.</p>
              <audio controls src=""blob:https://charburnham.github.io/33f54d62-7776-4165-9182-0921fb11d540"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","371","1025820","0.0-104.0-2.0","6nhu1nbwba","","","","","","queued","47F","Tapeworms can reach up to 200 feet in length.","false","sentence_review","","1","6nhu1nbwba_47F_audio.webm","accepted","6nhu1nbwba_47F_audio.webm"
"984","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A crocodile can stick its tongue out further than any other animal.</p>
          </div>
        ","0","html-button-response","372","1026808","0.0-105.0-0.0","6nhu1nbwba","","","","","","","F4T","A crocodile can stick its tongue out further than any other animal.","true","sentence_ready","","","","",""
"4683","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A crocodile can stick its tongue out further than any other animal.</p>
          </div>
        ","null","html-audio-response","373","1031569","0.0-105.0-1.0","6nhu1nbwba","","","","","4","","F4T","A crocodile can stick its tongue out further than any other animal.","true","sentence_recording","blob:https://charburnham.github.io/a04b4400-ad5e-48cf-b74f-27381f5677da","1","6nhu1nbwba_F4T_audio.webm","",""
"658","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A crocodile can stick its tongue out further than any other animal.</p>
              <audio controls src=""blob:https://charburnham.github.io/a04b4400-ad5e-48cf-b74f-27381f5677da"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","374","1032231","0.0-105.0-2.0","6nhu1nbwba","","","","","","queued","F4T","A crocodile can stick its tongue out further than any other animal.","true","sentence_review","","1","6nhu1nbwba_F4T_audio.webm","accepted","6nhu1nbwba_F4T_audio.webm"
"814","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">A honeybee can fly at 35 mph.</p>
          </div>
        ","0","html-button-response","375","1033048","0.0-106.0-0.0","6nhu1nbwba","","","","","","","5F","A honeybee can fly at 35 mph.","false","sentence_ready","","","","",""
"4033","
          <div class=""recording-instructions-box"">
            <h2>Recording in progress</h2>
            <p>Please read the sentence naturally, then click the button when you are done.</p>
            <p class=""sentence-stimulus"">A honeybee can fly at 35 mph.</p>
          </div>
        ","null","html-audio-response","376","1037169","0.0-106.0-1.0","6nhu1nbwba","","","","","14","","5F","A honeybee can fly at 35 mph.","false","sentence_recording","blob:https://charburnham.github.io/198da8e2-0092-47d8-a4da-a35997e1df80","1","6nhu1nbwba_5F_audio.webm","",""
"554","
            <div class=""recording-instructions-box"">
              <h2>Review your recording</h2>
              <p>Listen to your recording for this sentence. If you want, you can record it again before moving on.</p>
              <p class=""sentence-stimulus"">A honeybee can fly at 35 mph.</p>
              <audio controls src=""blob:https://charburnham.github.io/198da8e2-0092-47d8-a4da-a35997e1df80"" class=""playback-audio""></audio>
            </div>
          ","1","html-button-response","377","1037725","0.0-106.0-2.0","6nhu1nbwba","","","","","","queued","5F","A honeybee can fly at 35 mph.","false","sentence_review","","1","6nhu1nbwba_5F_audio.webm","accepted","6nhu1nbwba_5F_audio.webm"
"1238","
          <div class=""recording-instructions-box"">
            <h2>Read the sentence aloud</h2>
            <p>Take a moment to get ready. When you are ready to begin, click the button below to start recording.</p>
            <p class=""sentence-stimulus"">The state of Montana does not observe daylight savings time.</p>
          </div>
        ","0","html-button-response","378","1038967","0.0-107.0-0.0","6nhu1nbwba","","","","","","","F8F","The state of Montana does not observe daylight savings time.","false","sentence_ready","","","","",""
